px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-23.2484	6.69709	4.86133	0.730011	-0.421623	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.31542
-23.051	6.84252	4.85724	0.705031	-0.418263	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.48664
-22.843	7.00651	4.87435	0.680547	-0.420949	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	1.22176
-22.6311	7.13804	4.87635	0.640483	-0.456063	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.64283
-22.445	7.28954	4.87545	0.623067	-0.449895	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.247609
-22.219	7.40443	4.88493	0.564789	-0.528696	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.7939
-22.0392	7.56833	4.89026	0.556874	-0.506676	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.18106
-21.8569	7.73704	4.8909	0.568305	-0.434192	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.74969
-21.6508	7.88128	4.89884	0.551851	-0.427289	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.192697
-21.458	8.01945	4.89275	0.543583	-0.403524	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.46569
-21.2205	8.07619	4.87249	0.494127	-0.439669	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	4.3515
-21.0282	8.23813	4.87201	0.51831	-0.342915	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	6.153
-20.849	8.39339	4.86952	0.521395	-0.318992	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	2.92052
-20.6116	8.49395	4.88287	0.478849	-0.374519	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	4.64198
-20.3718	8.61945	4.90563	0.460706	-0.372428	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.58661
-20.1706	8.75658	4.90028	0.473049	-0.308118	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	1.52478
-19.966	8.86818	4.89134	0.461184	-0.304433	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.48149
-19.7619	8.99687	4.88537	0.470244	-0.252966	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	1.13154
-19.5346	9.07539	4.87712	0.44468	-0.268552	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.798313
-19.2984	9.17564	4.88973	0.419762	-0.294169	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.49418
-19.0238	9.25177	4.91603	0.387362	-0.313858	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	6.29168
-18.803	9.33888	4.91051	0.368164	-0.324191	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	1.6387
-18.5551	9.43346	4.9274	0.351717	-0.323667	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.936101
-18.2925	9.45558	4.93398	0.284955	-0.421487	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	6.11645
-18.0214	9.56543	4.97667	0.274973	-0.405789	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	4.53481
-17.7803	9.65129	4.97932	0.275618	-0.358213	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	2.98108
-17.5167	9.75336	5.01108	0.268802	-0.342694	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	2.4466
-17.274	9.82122	5.01434	0.250131	-0.349132	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.589433
-17.0132	9.94139	5.04895	0.254666	-0.320395	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	3.18784
-16.7641	9.99864	5.05206	0.234271	-0.328944	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.209244
-16.5171	10.1135	5.07191	0.241221	-0.299769	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	2.20758
-16.2672	10.1706	5.07663	0.219792	-0.316517	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.805222
-16.0179	10.2149	5.07499	0.200176	-0.321112	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.0611152
-15.7722	10.277	5.07416	0.195082	-0.299262	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.227652
-15.5299	10.2932	5.05993	0.168201	-0.314171	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	0.694883
-15.2513	10.2966	5.08232	0.115655	-0.3901	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	8.69161
-14.9897	10.3585	5.09879	0.109668	-0.372999	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.898956
-14.7399	10.4009	5.08889	0.119628	-0.302216	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	6.30333
-14.4806	10.3821	5.08342	0.0843573	-0.327086	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	1.72562
-14.2221	10.4065	5.08727	0.0729364	-0.315488	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.760707
-13.9396	10.5469	5.1363	0.107715	-0.250708	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	9.94332
-13.6843	10.6103	5.13607	0.127312	-0.183817	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	2.00247
-13.4222	10.6222	5.13851	0.109534	-0.194154	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.50132
-13.1619	10.6437	5.14327	0.0936465	-0.207774	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.418639
-12.9061	10.7439	5.15723	0.115067	-0.169316	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	4.18448
-12.6454	10.7912	5.16326	0.117079	-0.151461	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	1.55867
-12.3909	10.7735	5.15356	0.0906967	-0.173843	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	1.55829
-12.1327	10.8124	5.15514	0.0959752	-0.144568	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.543666
-11.8808	10.8822	5.15913	0.107416	-0.122425	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	1.81717
-11.6098	10.8974	5.17035	0.0932758	-0.136349	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	3.09863
-11.3651	10.923	5.16024	0.0880617	-0.134454	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.423441
-11.1022	10.8479	5.16317	0.000446023	-0.303501	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	10.0426
-10.8166	10.8165	5.18204	-0.0275072	-0.318212	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	3.31137
-10.5606	10.8128	5.17986	-0.0395708	-0.3109	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.11114
-10.3148	10.8136	5.17077	-0.0495866	-0.304559	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	0.696641
-10.0587	10.8772	5.16426	-0.00133149	-0.173372	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	6.75721
-9.7993	10.9232	5.17047	0.00947666	-0.149259	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	1.87233
-9.55432	10.9116	5.15716	-0.00107155	-0.149704	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	3.93771
-9.29485	10.936	5.16119	0.00176466	-0.137241	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.550692
-9.04007	10.9217	5.15572	-0.00587634	-0.129858	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	2.72978
-8.77964	10.95	5.16089	-0.000197996	-0.115417	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.814405
-8.52796	10.9126	5.15245	-0.0201067	-0.131397	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	6.66336
-8.32259	10.8487	5.10341	-0.0488251	-0.157332	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	6.74461
-8.06502	10.867	5.10474	-0.0335511	-0.111422	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	1.22584
-7.76831	10.8928	5.143	-0.0255365	-0.0952311	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	3.89192
-7.50467	10.8948	5.14629	-0.01559	-0.05828	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	1.92223
-7.23719	10.878	5.1544	-0.0234261	-0.0640854	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.539102
-6.98855	10.9168	5.14473	0.0104674	0.0136659	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15	3.4229
